# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v2.0.11                                                     
#!BT DATE                        04-NOV-2021_10:04:01_+0100                                  
#!BT SYSID                       [none]                                                      
#!BT NATOMS                      4                                                           
#!BT NTYPES                      1                                                           
#!BT ATOMSPERTYPE                4                                                           
#!BT NELEC                       2.000000E+00,2.000000E+00                                   
#!BT DX                   a0     5.000000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   2.067069E-01                                                
#!BT BOOSTMASK                   no                                                          
#!BT BOOSTENERGY          Ry     0.000000E+00                                                
#!BT BOOSTKVEC                   0.000000E+00,0.000000E+00,0.000000E+00                      
#!BT EXCITATION                  laser_mono                                                  
#!BT EXCITMASK                   gauss                                                       
#!BT NLASER                      1                                                           
#!BT LASERFREQ            Ry     1.520014E-01                                                
#!BT LASERINT             W/cm^2 1.000000E+07                                                
#!BT LASEREFIELD          E_ry   2.387186E-05                                                
#!BT LASERPOLX                   0.000000E+00                                                
#!BT LASERPOLY                   0.000000E+00                                                
#!BT LASERPOLZ                   1.000000E+00                                                
#!BT LASERSTART           t_ry   0.000000E+00                                                
#!BT LASEREND             t_ry   2.067069E+02                                                
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        atomgroups1                                                 
#!BT NAREAS                      2                                                           
#!BT AREA                        2                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry -2.264660E+01,-8.254905E-14,6.617287E-13                    
#time                 |           x          |           y          |           z          |
 1.198072999293548E+03 -1.106824647933990E-06 -1.098543929017898E-03 -3.524701389373328E-03
 1.198279706160231E+03 -1.088137754123863E-06 -1.060792772540835E-03 -3.435414566503616E-03
 1.198486413026914E+03 -1.065085022844414E-06 -1.022061685829224E-03 -3.342928652037421E-03
 1.198693119893597E+03 -1.037768392109228E-06 -9.823943156483399E-04 -3.247347165012356E-03
 1.198899826760280E+03 -1.006305200945690E-06 -9.418353457064816E-04 -3.148776515066897E-03
 1.199106533626963E+03 -9.708327652901971E-07 -9.004299026452689E-04 -3.047325538094111E-03
 1.199313240493645E+03 -9.315021074485230E-07 -8.582241249014126E-04 -2.943106005695476E-03
 1.199519947360328E+03 -8.884822904065004E-07 -8.152647961705764E-04 -2.836231988374475E-03
 1.199726654227011E+03 -8.419566803752332E-07 -7.715991326937934E-04 -2.726819744192293E-03
 1.199933361093694E+03 -7.921225808615873E-07 -7.272752537583982E-04 -2.614988192320696E-03
 1.200140067960377E+03 -7.391931902134274E-07 -6.823415688646831E-04 -2.500857827605674E-03
 1.200346774827059E+03 -6.833904215852726E-07 -6.368469573264968E-04 -2.384551254476731E-03
 1.200553481693742E+03 -6.249530883906118E-07 -5.908409150652065E-04 -2.266193099662679E-03
 1.200760188560425E+03 -5.641254432475762E-07 -5.443730614381723E-04 -2.145909150628391E-03
 1.200966895427108E+03 -5.011652604025585E-07 -4.974934344928473E-04 -2.023827175117575E-03
 1.201173602293791E+03 -4.363389010109131E-07 -4.502523986402588E-04 -1.900076139274283E-03
 1.201380309160473E+03 -3.699171209348151E-07 -4.027003551831965E-04 -1.774786116576477E-03
 1.201587016027156E+03 -3.021839205530341E-07 -3.548879307789015E-04 -1.648088555819681E-03
 1.201793722893839E+03 -2.334223019317960E-07 -3.068659324963793E-04 -1.520115679120536E-03
 1.202000429760522E+03 -1.639234525896427E-07 -2.586849817836657E-04 -1.391000564902621E-03
 1.202207136627205E+03 -9.398070588417795E-08 -2.103958554504291E-04 -1.260877083169135E-03
 1.202413843493887E+03 -2.388577158285443E-08 -1.620492598638524E-04 -1.129879577573817E-03
 1.202620550360570E+03  4.606476622370792E-08 -1.136955282736655E-04 -9.981427097413371E-04
 1.202827257227253E+03  1.155788957873938E-07 -6.538515677130766E-05 -8.658016297915054E-04
 1.203033964093936E+03  1.843655894617768E-07 -1.716816611879084E-05 -7.329914618253822E-04
 1.203240670960619E+03  2.521347290951326E-07  3.090574641400662E-05 -5.998472806271100E-04
 1.203447377827301E+03  3.186041084290991E-07  7.878696502162315E-05 -4.665042339282744E-04
 1.203654084693984E+03  3.834934751978381E-07  1.264266330232240E-04 -3.330968513954129E-04
 1.203860791560667E+03  4.465312848367375E-07  1.737761034231626E-04 -1.997594524969873E-04
 1.204067498427350E+03  5.074542279714933E-07  2.207871810794526E-04 -6.662594822876071E-05
 1.204274205294033E+03  5.660063955303940E-07  2.674124992113435E-04  6.617090330328833E-05
 1.204480912160715E+03  6.219440642496465E-07  3.136049498353385E-04  1.984986644188002E-04
 1.204687619027398E+03  6.750322754101035E-07  3.593182239216364E-04  3.302260530159092E-04
 1.204894325894081E+03  7.250506293132730E-07  4.045068275773549E-04  4.612232379187971E-04
 1.205101032760764E+03  7.717894163761230E-07  4.491257064751301E-04  5.913609522960495E-04
 1.205307739627447E+03  8.150555039776464E-07  4.931307947434751E-04  7.205117645519102E-04
 1.205514446494130E+03  8.546701550926628E-07  5.364788016709983E-04  8.485495096189234E-04
 1.205721153360812E+03  8.904685913080357E-07  5.791272106688309E-04  9.753495688865653E-04
 1.205927860227495E+03  9.223058050622512E-07  6.210345322946394E-04  1.100789291217696E-03
 1.206134567094178E+03  9.500482889279738E-07  6.621601514541737E-04  1.224747504850725E-03
 1.206341273960861E+03  9.735823560674817E-07  7.024643561669374E-04  1.347105152011929E-03
 1.206547980827544E+03  9.928110920043309E-07  7.419086177988324E-04  1.467745286756967E-03
 1.206754687694226E+03  1.007652766560341E-06  7.804553439236315E-04  1.586552943131080E-03
 1.206961394560909E+03  1.018048173762054E-06  8.180680071716329E-04  1.703415591270713E-03
 1.207168101427592E+03  1.023954173007269E-06  8.547113293471246E-04  1.818222901500980E-03
 1.207374808294275E+03  1.025347106775598E-06  8.903510585321209E-04  1.930867180643778E-03
 1.207581515160958E+03  1.022224967783814E-06  9.249541379337888E-04  2.041243083062719E-03
 1.207788222027640E+03  1.014601313187313E-06  9.584888886733062E-04  2.149248229480927E-03
 1.207994928894323E+03  1.002510792602607E-06  9.909245990322518E-04  2.254782705773832E-03
 1.208201635761006E+03  9.860068033162861E-07  1.022232071508804E-03  2.357749567867184E-03
 1.208408342627689E+03  9.651589500947466E-07  1.052383300695215E-03  2.458054866835194E-03
 1.208615049494372E+03  9.400573262041689E-07  1.081351523868413E-03  2.555607385489918E-03
 1.208821756361054E+03  9.108089393805585E-07  1.109111554598012E-03  2.650319416642637E-03
 1.209028463227737E+03  8.775373707692324E-07  1.135639324357516E-03  2.742106064832028E-03
 1.209235170094420E+03  8.403849278693087E-07  1.160912235711138E-03  2.830885642055334E-03
 1.209441876961103E+03  7.995090136603267E-07  1.184909075999728E-03  2.916579875087583E-03
 1.209648583827786E+03  7.550816789603232E-07  1.207610064406594E-03  2.999113846297363E-03
 1.209855290694469E+03  7.072916758943393E-07  1.228996860112749E-03  3.078416105549549E-03
 1.210061997561151E+03  6.563394023828550E-07  1.249052560183223E-03  3.154418686170987E-03
 1.210268704427834E+03  6.024391083769842E-07  1.267761665516782E-03  3.227056995815875E-03
 1.210475411294517E+03  5.458189562546067E-07  1.285110141987653E-03  3.296270183983545E-03
 1.210682118161200E+03  4.867151304210893E-07  1.301085450980812E-03  3.362000889819724E-03
 1.210888825027883E+03  4.253770633511067E-07  1.315676448004309E-03  3.424195491827237E-03
 1.211095531894565E+03  3.620617157196193E-07  1.328873539156749E-03  3.482804102234338E-03
 1.211302238761248E+03  2.970331642870860E-07  1.340668560928685E-03  3.537780407082406E-03
 1.211508945627931E+03  2.305653588052792E-07  1.351054734451932E-03  3.589081911966185E-03
 1.211715652494614E+03  1.629350343534952E-07  1.360026877889865E-03  3.636669782505722E-03
 1.211922359361296E+03  9.442561932360150E-08  1.367581234218655E-03  3.680509259951746E-03
 1.212129066227979E+03  2.532356546680603E-08  1.373715469724068E-03  3.720569154281695E-03
 1.212335773094662E+03 -4.408270726230512E-08  1.378428832136655E-03  3.756822220157999E-03
 1.212542479961345E+03 -1.135027147824985E-07  1.381721862370158E-03  3.789245070424661E-03
 1.212749186828028E+03 -1.826467581622637E-07  1.383596676196903E-03  3.817818011510988E-03
 1.212955893694711E+03 -2.512251384700903E-07  1.384056805815370E-03  3.842525427410983E-03
 1.213162600561393E+03 -3.189518658075485E-07  1.383107171945110E-03  3.863355432940200E-03
 1.213369307428076E+03 -3.855431245369800E-07  1.380754194346229E-03  3.880299947519999E-03
 1.213576014294759E+03 -4.507208650750272E-07  1.377005613105520E-03  3.893354814695467E-03
 1.213782721161442E+03 -5.142137879943220E-07  1.371870597342424E-03  3.902519546007290E-03
 1.213989428028125E+03 -5.757566725606011E-07  1.365359755840663E-03  3.907797732691396E-03
 1.214196134894807E+03 -6.350938654975380E-07  1.357484974617337E-03  3.909196550421403E-03
 1.214402841761490E+03 -6.919783999137508E-07  1.348259556744658E-03  3.906727134768577E-03
 1.214609548628173E+03 -7.461715050283146E-07  1.337698048817037E-03  3.900404182342821E-03
 1.214816255494856E+03 -7.974484574901908E-07  1.325816317319732E-03  3.890246139638146E-03
 1.215022962361539E+03 -8.455931066464473E-07  1.312631474459205E-03  3.876275215031042E-03
 1.215229669228221E+03 -8.904049764169031E-07  1.298161947815035E-03  3.858517178352194E-03
 1.215436376094904E+03 -9.316976701256863E-07  1.282427344105974E-03  3.837001605327107E-03
 1.215643082961587E+03 -9.692969662467021E-07  1.265448451710344E-03  3.811761435455592E-03
 1.215849789828270E+03 -1.003047945147273E-06  1.247247267787623E-03  3.782833106278172E-03
 1.216056496694953E+03 -1.032808839340760E-06  1.227846856460090E-03  3.750256746220962E-03
 1.216263203561635E+03 -1.058456319924517E-06  1.207271516956828E-03  3.714075684828250E-03
 1.216469910428318E+03 -1.079884487609206E-06  1.185546587082248E-03  3.674336829233041E-03
 1.216676617295001E+03 -1.097003430317045E-06  1.162698425729205E-03  3.631090316217415E-03
 1.216883324161684E+03 -1.109741120330909E-06  1.138754517710778E-03  3.584389376139805E-03
 1.217090031028367E+03 -1.118043289949355E-06  1.113743238010214E-03  3.534290680763840E-03
 1.217296737895050E+03 -1.121873015819119E-06  1.087694034108598E-03  3.480853897427087E-03
 1.217503444761732E+03 -1.121212854116038E-06  1.060637281574750E-03  3.424141801161076E-03
 1.217710151628415E+03 -1.116064744621781E-06  1.032604180815856E-03  3.364220176393545E-03
 1.217916858495098E+03 -1.106448493715106E-06  1.003626884157883E-03  3.301157615162434E-03
 1.218123565361781E+03 -1.092404616542808E-06  9.737383174260521E-04  3.235025621587364E-03
 1.218330272228464E+03 -1.073990748778897E-06  9.429722231819192E-04  3.165898484044720E-03
 1.218536979095146E+03 -1.051282243480500E-06  9.113631205271939E-04  3.093853173428596E-03
 1.218743685961829E+03 -1.024372842550747E-06  8.789462360865449E-04  3.018969229504050E-03
 1.218950392828512E+03 -9.933728399857955E-07  8.457574945732613E-04  2.941328886713068E-03
 1.219157099695195E+03 -9.584089468717139E-07  8.118334463330954E-04  2.861016623668305E-03
 1.219363806561877E+03 -9.196255419396948E-07  7.772112580332179E-04  2.778119305535005E-03
 1.219570513428560E+03 -8.771808275298554E-07  7.419286510803070E-04  2.692726333001954E-03
 1.219777220295243E+03 -8.312492703055341E-07  7.060239582844688E-04  2.604929027453358E-03
 1.219983927161926E+03 -7.820192067242715E-07  6.695358894246424E-04  2.514820963462107E-03
 1.220190634028609E+03 -7.296918944632580E-07  6.325036347157992E-04  2.422497730128858E-03
 1.220397340895292E+03 -6.744833100924552E-07  5.949668850143593E-04  2.328056703456889E-03
 1.220604047761974E+03 -6.166195127832452E-07  5.569655629762791E-04  2.231597436037837E-03
 1.220810754628657E+03 -5.563392022622793E-07  5.185400545352946E-04  2.133220924701157E-03
 1.221017461495340E+03 -4.938894271333538E-07  4.797309876338210E-04  2.033029911452335E-03
 1.221224168362023E+03 -4.295272120202753E-07  4.405791728960247E-04  1.931128820663435E-03
 1.221430875228706E+03 -3.635169107951697E-07  4.011257375259510E-04  1.827623139446999E-03
 1.221637582095389E+03 -2.961294107706181E-07  3.614119112449903E-04  1.722620128946766E-03
 1.221844288962071E+03 -2.276428823222432E-07  3.214790689299660E-04  1.616228125247069E-03
 1.222050995828754E+03 -1.583374036329133E-07  2.813687136335918E-04  1.508556483461817E-03
 1.222257702695437E+03 -8.849871591110059E-08  2.411222873605710E-04  1.399715783041556E-03
 1.222464409562120E+03 -1.841310748318392E-08  2.007813197761397E-04  1.289817415360465E-03
 1.222671116428802E+03  5.163236593830334E-08  1.603872690268623E-04  1.178973541379071E-03
 1.222877823295485E+03  1.213486378048856E-07  1.199814500656192E-04  1.067297099685668E-03
 1.223084530162168E+03  1.904492137327907E-07  7.960515349615746E-05  9.549016771257995E-04
 1.223291237028851E+03  2.586484235678199E-07  3.929942516596356E-05  8.419011114635424E-04
 1.223497943895534E+03  3.256632972181706E-07 -8.949525341262904E-07  7.284097790939317E-04
 1.223704650762216E+03  3.912177675147177E-07 -4.093735320624614E-05  6.145422477656687E-04
 1.223911357628899E+03  4.550398848834902E-07 -8.078750397044258E-05  5.004130922671529E-04
 1.224118064495582E+03  5.168662902121923E-07 -1.204055013674413E-04  3.861372491195038E-04
 1.224324771362265E+03  5.764421011633658E-07 -1.597516932136444E-04  2.718292097645665E-04
 1.224531478228948E+03  6.335198641238549E-07 -1.987869789879213E-04  1.576034059544812E-04
 1.224738185095631E+03  6.878640981256012E-07 -2.374726796437760E-04  4.357407909099615E-05
 1.224944891962313E+03  7.392486764956629E-07 -2.757705149008189E-04 -7.014535630819828E-05
 1.225151598828996E+03  7.874606744451285E-07 -3.136429177820476E-04 -1.834415996785403E-04
 1.225358305695679E+03  8.323000457721719E-07 -3.510527085565639E-04 -2.962021474943911E-04
 1.225565012562362E+03  8.735809942095329E-07 -3.879634345691125E-04 -4.083156173499895E-04
 1.225771719429045E+03  9.111324743571458E-07 -4.243393520918749E-04 -5.196710083131312E-04
 1.225978426295727E+03  9.447986180077805E-07 -4.601452505132272E-04 -6.301588213787330E-04
 1.226185133162410E+03  9.744399811495441E-07 -4.953466952344048E-04 -7.396702932689084E-04
 1.226391840029093E+03  9.999317889253234E-07 -5.299100336696305E-04 -8.480979132942300E-04
 1.226598546895776E+03  1.021168138493067E-06 -5.638022190983723E-04 -9.553356211516117E-04
 1.226805253762459E+03  1.038058407232256E-06 -5.969912347585115E-04 -1.061278783632782E-03
 1.227011960629141E+03  1.050530684665318E-06 -6.294458489155767E-04 -1.165824411702922E-03
 1.227218667495824E+03  1.058531339026558E-06 -6.611355323497467E-04 -1.268870993896782E-03
 1.227425374362507E+03  1.062023194720041E-06 -6.920307448965635E-04 -1.370318577240128E-03
 1.227632081229190E+03  1.060990069134959E-06 -7.221029316609098E-04 -1.470069476697162E-03
 1.227838788095873E+03  1.055432125696143E-06 -7.513243440467535E-04 -1.568027829804918E-03
 1.228045494962555E+03  1.045369391050599E-06 -7.796683983100643E-04 -1.664099829798413E-03
 1.228252201829238E+03  1.030840770965824E-06 -8.071092903120474E-04 -1.758193651755881E-03
 1.228458908695921E+03  1.011902497793926E-06 -8.336221697276729E-04 -1.850219687658726E-03
 1.228665615562604E+03  9.886307026363284E-07 -8.591835678398767E-04 -1.940090898254747E-03
 1.228872322429287E+03  9.611180153967780E-07 -8.837707735956251E-04 -2.027722663192082E-03
 1.229079029295970E+03  9.294745453303221E-07 -9.073623736858669E-04 -2.113033078852832E-03
 1.229285736162652E+03  8.938285240844834E-07 -9.299379237099415E-04 -2.195942078173149E-03
 1.229492443029335E+03  8.543219394141488E-07 -9.514779888146873E-04 -2.276372927339448E-03
 1.229699149896018E+03  8.111155693768524E-07 -9.719645290188873E-04 -2.354251366850797E-03
 1.229905856762701E+03  7.643827828474059E-07 -9.913805528437708E-04 -2.429505999574001E-03
 1.230112563629383E+03  7.143123355035641E-07 -1.009710172544988E-03 -2.502068638541403E-03
 1.230319270496066E+03  6.611084693020075E-07 -1.026938891515888E-03 -2.571873599016582E-03
 1.230525977362749E+03  6.049844927247250E-07 -1.043053211717892E-03 -2.638858538675385E-03
 1.230732684229432E+03  5.461711047871631E-07 -1.058040933495280E-03 -2.702964252540023E-03
 1.230939391096115E+03  4.849052643862706E-07 -1.071891167143599E-03 -2.764134402182941E-03
 1.231146097962798E+03  4.214370505906118E-07 -1.084594084061486E-03 -2.822316211157329E-03
 1.231352804829480E+03  3.560256729429057E-07 -1.096141205066051E-03 -2.877459979170504E-03
 1.231559511696163E+03  2.889352899160258E-07 -1.106525311109353E-03 -2.929519260767608E-03
 1.231766218562846E+03  2.204421143403579E-07 -1.115740303890069E-03 -2.978451193138436E-03
 1.231972925429529E+03  1.508236131542162E-07 -1.123781432633690E-03 -3.024216105350760E-03
 1.232179632296212E+03  8.036513676756840E-08 -1.130645195402809E-03 -3.066777778194983E-03
 1.232386339162895E+03  9.355513697073548E-09 -1.136329217317436E-03 -3.106103632080168E-03
 1.232593046029577E+03 -6.191603318939087E-08 -1.140832502919407E-03 -3.142164359975876E-03
 1.232799752896260E+03 -1.331560000039644E-07 -1.144155237222259E-03 -3.174934206075898E-03
 1.233006459762943E+03 -2.040742970166320E-07 -1.146298750189692E-03 -3.204391159100922E-03
 1.233213166629626E+03 -2.743803406701772E-07 -1.147265768375909E-03 -3.230516423955940E-03
 1.233419873496308E+03 -3.437851816556758E-07 -1.147060093183222E-03 -3.253294983728008E-03
 1.233626580362991E+03 -4.120061696255561E-07 -1.145686728467675E-03 -3.272715471039030E-03
 1.233833287229674E+03 -4.787604837019899E-07 -1.143152031285138E-03 -3.288769759444993E-03
 1.234039994096357E+03 -5.437752541581631E-07 -1.139463376447232E-03 -3.301453787556420E-03
 1.234246700963040E+03 -6.067818532073943E-07 -1.134629354730662E-03 -3.310766708932238E-03
 1.234453407829722E+03 -6.675181793980300E-07 -1.128659770330496E-03 -3.316711079845507E-03
 1.234660114696405E+03 -7.257366583246494E-07 -1.121565465736035E-03 -3.319293618473627E-03
 1.234866821563088E+03 -7.811931830303820E-07 -1.113358554382475E-03 -3.318524112401394E-03
 1.235073528429771E+03 -8.336614989445934E-07 -1.104052238926733E-03 -3.314416079151520E-03
 1.235280235296454E+03 -8.829235547125336E-07 -1.093660665673067E-03 -3.306986591700919E-03
 1.235486942163137E+03 -9.287742983588032E-07 -1.082199226984210E-03 -3.296255847204707E-03
 1.235693649029819E+03 -9.710263455531276E-07 -1.069684320816852E-03 -3.282247889302698E-03
 1.235900355896502E+03 -1.009501708892913E-06 -1.056133319504263E-03 -3.264990091023156E-03
 1.236107062763185E+03 -1.044042438280712E-06 -1.041564768280310E-03 -3.244513030997052E-03
 1.236313769629868E+03 -1.074503312992192E-06 -1.025998029179788E-03 -3.220850739923416E-03
 1.236520476496551E+03 -1.100756730210151E-06 -1.009453460474399E-03 -3.194040495599925E-03
 1.236727183363233E+03 -1.122693593202939E-06 -9.919524567005825E-04 -3.164122577703155E-03
 1.236933890229916E+03 -1.140220728501617E-06 -9.735172157558286E-04 -3.131140784643665E-03
 1.237140597096599E+03 -1.153265781539403E-06 -9.541708842439092E-04 -3.095141864664678E-03
 1.237347303963282E+03 -1.161771614022200E-06 -9.339375133916157E-04 -3.056175377499242E-03
 1.237554010829965E+03 -1.165700869165676E-06 -9.128418169750656E-04 -3.014294177497943E-03
 1.237760717696647E+03 -1.165034451133806E-06 -8.909094313234521E-04 -2.969553695512728E-03
 1.237967424563330E+03 -1.159769354330820E-06 -8.681668076396830E-04 -2.922012295893314E-03
 1.238174131430013E+03 -1.149925537902163E-06 -8.446409422554332E-04 -2.871731259608429E-03
 1.238380838296696E+03 -1.135537210927851E-06 -8.203597653581017E-04 -2.818774215394610E-03
 1.238587545163379E+03 -1.116660591549135E-06 -7.953517339693183E-04 -2.763207483312453E-03
 1.238794252030061E+03 -1.093371089666562E-06 -7.696458613906262E-04 -2.705099950813897E-03
 1.239000958896744E+03 -1.065758468143940E-06 -7.432720022087302E-04 -2.644522674199394E-03
 1.239207665763427E+03 -1.033937170547006E-06 -7.162603674596173E-04 -2.581549330429156E-03
 1.239414372630110E+03 -9.980317194902000E-07 -6.886417548922744E-04 -2.516255729252544E-03
 1.239621079496793E+03 -9.581866216024082E-07 -6.604475336084747E-04 -2.448719538722998E-03
 1.239827786363476E+03 -9.145630635032376E-07 -6.317093437584365E-04 -2.379020820832589E-03
 1.240034493230158E+03 -8.673321225671771E-07 -6.024593914936351E-04 -2.307241370556749E-03
 1.240241200096841E+03 -8.166871374726270E-07 -5.727302809888093E-04 -2.233464795588965E-03
 1.240447906963524E+03 -7.628290852323971E-07 -5.425548196300267E-04 -2.157776665875480E-03
 1.240654613830207E+03 -7.059754913996130E-07 -5.119662530611565E-04 -2.080263852711507E-03
 1.240861320696889E+03 -6.463576340820509E-07 -4.809980780497104E-04 -2.001014894642901E-03
 1.241068027563572E+03 -5.842138968148447E-07 -4.496839168433796E-04 -1.920119826260743E-03
 1.241274734430255E+03 -5.197985188942766E-07 -4.180577175317290E-04 -1.837669682000117E-03
 1.241481441296938E+03 -4.533704291986851E-07 -3.861535247994093E-04 -1.753756908648510E-03
 1.241688148163621E+03 -3.851993817249877E-07 -3.540054145590713E-04 -1.668474984008505E-03
 1.241894855030303E+03 -3.155621932648955E-07 -3.216476918542683E-04 -1.581918108480815E-03
 1.242101561896986E+03 -2.447393860904867E-07 -2.891145821229685E-04 -1.494181617942806E-03
 1.242308268763669E+03 -1.730201262262199E-07 -2.564402872374757E-04 -1.405361393237449E-03
 1.242514975630352E+03 -1.006923220359113E-07 -2.236591190338146E-04 -1.315553823515473E-03
 1.242721682497035E+03 -2.805008847417412E-08 -1.908051474551297E-04 -1.224856094884320E-03
 1.242928389363718E+03  4.461249858422889E-08 -1.579124133285613E-04 -1.133365481267129E-03
 1.243135096230400E+03  1.170034842346013E-07 -1.250148884531436E-04 -1.041179605741085E-03
 1.243341803097083E+03  1.888258829296774E-07 -9.214620197468866E-05 -9.483964631650899E-04
 1.243548509963766E+03  2.597921486824362E-07 -5.933993831258495E-05 -8.551137791242866E-04
 1.243755216830449E+03  3.296126642737818E-07 -2.662939256855962E-05 -7.614294593757729E-04
 1.243961923697132E+03  3.980035465644960E-07  5.952493446429813E-06 -6.674412914950391E-04
 1.244168630563814E+03  4.646915350292602E-07  3.837291752386771E-05 -5.732465532028654E-04
 1.244375337430497E+03  5.294016887091857E-07  7.059953908026822E-05 -4.789424654796785E-04
 1.244582044297180E+03  5.918757182143963E-07  1.026003440875600E-04 -3.846256480870202E-04
 1.244788751163863E+03  6.518588975268358E-07  1.343436381135699E-04 -2.903920456877518E-04
 1.244995458030546E+03  7.091060112429659E-07  1.657982611315132E-04 -1.963372114003991E-04
 1.245202164897228E+03  7.633881722313163E-07  1.969334278517326E-04 -1.025556826185106E-04
 1.245408871763911E+03  8.144815772936909E-07  2.277188400049094E-04 -9.141168533330538E-06
 1.245615578630594E+03  8.621817961795841E-07  2.581247633902589E-04  8.381340801754140E-05
 1.245822285497277E+03  9.062961794370494E-07  2.881219164155945E-04  1.762163922006029E-04
 1.246028992363960E+03  9.466461072804577E-07  3.176816567767890E-04  2.679772503594074E-04
 1.246235699230642E+03  9.830710716585145E-07  3.467759733824017E-04  3.590066596649244E-04
 1.246442406097325E+03  1.015423286787609E-06  3.753773521433955E-04  4.492167055797728E-04
 1.246649112964008E+03  1.043572918746349E-06  4.034590041353448E-04  5.385207570701654E-04
 1.246855819830691E+03  1.067406270038873E-06  4.309947916550689E-04  6.268336675515369E-04
 1.247062526697374E+03  1.086827023044634E-06  4.579592636801431E-04  7.140722033241028E-04
 1.247269233564057E+03  1.101758087429516E-06  4.843277906041210E-04  8.001545421546921E-04
 1.247475940430739E+03  1.112139401016066E-06  5.100763660205364E-04  8.850006460646201E-04
 1.247682647297422E+03  1.117932612260120E-06  5.351817610049261E-04  9.685323965539642E-04
 1.247889354164105E+03  1.119114884318151E-06  5.596216058923975E-04  1.050673273762982E-03
 1.248096061030788E+03  1.115683730290584E-06  5.833742685980073E-04  1.131349139314673E-03
 1.248302767897471E+03  1.107655336340940E-06  6.064189931731569E-04  1.210487689129527E-03
 1.248509474764153E+03  1.095059335654014E-06  6.287359236643310E-04  1.288018688369439E-03
 1.248716181630836E+03  1.077950489758450E-06  6.503058495204062E-04  1.363874104368369E-03
 1.248922888497519E+03  1.056394776099978E-06  6.711105957251674E-04  1.437987848786428E-03
 1.249129595364202E+03  1.030480461849947E-06  6.911328380896692E-04  1.510296346621689E-03
 1.249336302230884E+03  1.000315243970817E-06  7.103560912828957E-04  1.580738365262101E-03
 1.249543009097567E+03  9.660190904980936E-07  7.287649363103580E-04  1.649254808724039E-03
 1.249749715964250E+03  9.277356838310880E-07  7.463446194951110E-04  1.715788948398631E-03
 1.249956422830933E+03  8.856198157047857E-07  7.630814575575848E-04  1.780286565679308E-03
 1.250163129697616E+03  8.398422473021583E-07  7.789626372524804E-04  1.842695492134899E-03
 1.250369836564299E+03  7.905905370364508E-07  7.939763070178999E-04  1.902966635249490E-03
 1.250576543430981E+03  7.380619813091016E-07  8.081116002134880E-04  1.961053058195045E-03
 1.250783250297664E+03  6.824691141105177E-07  8.213586145519781E-04  2.016910431858807E-03
 1.250989957164347E+03  6.240372272259265E-07  8.337082481278727E-04  2.070496922664457E-03
 1.251196664031030E+03  5.630006327805859E-07  8.451524449949900E-04  2.121773036482806E-03
 1.251403370897713E+03  4.996065747775447E-07  8.556841896466070E-04  2.170702212146027E-03
 1.251610077764396E+03  4.341100847682355E-07  8.652973095801400E-04  2.217250438204850E-03
 1.251816784631078E+03  3.667751649061302E-07  8.739867667811608E-04  2.261386197078207E-03
 1.252023491497761E+03  2.978737043690671E-07  8.817483244796550E-04  2.303080482414846E-03
 1.252230198364444E+03  2.276845734172639E-07  8.885786464376245E-04  2.342306841492935E-03
 1.252436905231127E+03  1.564898965966677E-07  8.944756909047816E-04  2.379041640629147E-03
 1.252643612097809E+03  8.457543287931912E-08  8.994381056325140E-04  2.413263808285822E-03
 1.252850318964492E+03  1.223065737576690E-08  9.034656309735644E-04  2.444954919699083E-03
 1.253057025831175E+03 -6.025754117899851E-08  9.065589712985851E-04  2.474098761196383E-03
 1.253263732697858E+03 -1.325981138222687E-07  9.087196020410146E-04  2.500682068060974E-03
 1.253470439564541E+03 -2.045038769438179E-07  9.099501738250624E-04  2.524693977687805E-03
 1.253677146431223E+03 -2.756905956857736E-07  9.102542105932566E-04  2.546126216997703E-03
 1.253883853297906E+03 -3.458712285464571E-07  9.096360475009187E-04  2.564973242024844E-03
 1.254090560164589E+03 -4.147677401533656E-07  9.081011325232697E-04  2.581231701939207E-03
 1.254297267031272E+03 -4.821031929225228E-07  9.056556551928040E-04  2.594900968302776E-03
 1.254503973897955E+03 -5.476073283716687E-07  9.023067795792204E-04  2.605983021348786E-03
 1.254710680764638E+03 -6.110222372512908E-07  8.980626185071963E-04  2.614481996997944E-03
 1.254917387631320E+03 -6.720940710636114E-07  8.929320180599123E-04  2.620404733323209E-03
 1.255124094498003E+03 -7.305831886128544E-07  8.869248137134022E-04  2.623760485529265E-03
 1.255330801364686E+03 -7.862612143583192E-07  8.800516685107951E-04  2.624560738798802E-03
 1.255537508231369E+03 -8.389065122571537E-07  8.723240231503036E-04  2.622819614164584E-03
 1.255744215098052E+03 -8.883154265504345E-07  8.637541983247659E-04  2.618553448759500E-03
 1.255950921964734E+03 -9.342926823308062E-07  8.543552841610177E-04  2.611780766207257E-03
 1.256157628831417E+03 -9.766579793790697E-07  8.441411162614137E-04  2.602522659115324E-03
 1.256364335698100E+03 -1.015248880520403E-06  8.331263358405521E-04  2.590802244786259E-03
